Date,transactions
2020-03-13,"[{'amount': 318, 'dt': Timestamp('2020-03-13 20:00:00+0000', tz='UTC'), 'price': 69.524745, 'order_id': 'ea2b4107be7d446b85cf2a4d830d8a80', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-16,"[{'amount': -318, 'dt': Timestamp('2020-03-16 20:00:00+0000', tz='UTC'), 'price': 60.519725, 'order_id': '17a4ff315c3245cd905c134a387d3dd0', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-17,"[{'amount': 316, 'dt': Timestamp('2020-03-17 20:00:00+0000', tz='UTC'), 'price': 63.25161, 'order_id': 'dcf3cac6ae3848468e12986afa94e08f', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-18,"[{'amount': -316, 'dt': Timestamp('2020-03-18 20:00:00+0000', tz='UTC'), 'price': 61.639165, 'order_id': 'ca3903f939714711bf09be2a16c6a74a', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-19,"[{'amount': 309, 'dt': Timestamp('2020-03-19 20:00:00+0000', tz='UTC'), 'price': 61.220594999999996, 'order_id': '90005d8acae748c9b77b45a6f0e848e0', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-20,"[{'amount': 2, 'dt': Timestamp('2020-03-20 20:00:00+0000', tz='UTC'), 'price': 57.338655, 'order_id': '85e6e1fd10d04490b12750ac1dd00da5', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -309, 'dt': Timestamp('2020-03-20 20:00:00+0000', tz='UTC'), 'price': 57.281345, 'order_id': '0f8e9b4e437f481f9b54ef5929558420', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-23,"[{'amount': 326, 'dt': Timestamp('2020-03-23 20:00:00+0000', tz='UTC'), 'price': 56.118045, 'order_id': 'e516c74013ba4f229920317bb8007cbe', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -2, 'dt': Timestamp('2020-03-23 20:00:00+0000', tz='UTC'), 'price': 56.061955000000005, 'order_id': '56885bc907dc48d4b92a0e63e8625636', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-24,"[{'amount': 9, 'dt': Timestamp('2020-03-24 20:00:00+0000', tz='UTC'), 'price': 61.750859999999996, 'order_id': 'a766e442d87e44a093ec17718814c330', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -326, 'dt': Timestamp('2020-03-24 20:00:00+0000', tz='UTC'), 'price': 61.68914, 'order_id': '583ca3b3197c4cf49fb45536e44d7719', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-25,"[{'amount': -9, 'dt': Timestamp('2020-03-25 20:00:00+0000', tz='UTC'), 'price': 61.34931, 'order_id': 'd1d63263afdc490a83dc05e90ab765d4', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-03-26,[]
2020-03-27,[]
2020-03-30,[]
2020-03-31,[]
2020-04-01,[]
2020-04-02,[]
2020-04-03,[]
2020-04-06,[]
2020-04-07,[]
2020-04-08,[]
2020-04-09,[]
2020-04-13,[]
2020-04-14,[]
2020-04-15,[]
2020-04-16,[]
2020-04-17,[]
2020-04-20,[]
2020-04-21,[]
2020-04-22,[]
2020-04-23,[]
2020-04-24,[]
2020-04-27,[]
2020-04-28,[]
2020-04-29,[]
2020-04-30,[]
2020-05-01,[]
2020-05-04,[]
2020-05-05,[]
2020-05-06,[]
2020-05-07,[]
2020-05-08,[]
2020-05-11,[]
2020-05-12,[]
2020-05-13,[]
2020-05-14,[]
2020-05-15,[]
2020-05-18,[]
2020-05-19,[]
2020-05-20,[]
2020-05-21,[]
2020-05-22,[]
2020-05-26,[]
2020-05-27,[]
2020-05-28,[]
2020-05-29,[]
2020-06-01,[]
2020-06-02,[]
2020-06-03,[]
2020-06-04,[]
2020-06-05,[]
2020-06-08,[]
2020-06-09,[]
2020-06-10,[]
2020-06-11,[]
2020-06-12,[]
2020-06-15,[]
2020-06-16,[]
2020-06-17,[]
2020-06-18,[]
2020-06-19,[]
2020-06-22,[]
2020-06-23,[]
2020-06-24,[]
2020-06-25,[]
2020-06-26,[]
2020-06-29,[]
2020-06-30,[]
2020-07-01,[]
2020-07-02,[]
2020-07-06,[]
2020-07-07,[]
2020-07-08,[]
2020-07-09,[]
2020-07-10,[]
2020-07-13,[]
2020-07-14,[]
2020-07-15,[]
2020-07-16,[]
2020-07-17,[]
2020-07-20,[]
2020-07-21,[]
2020-07-22,[]
2020-07-23,[]
2020-07-24,[]
2020-07-27,[]
2020-07-28,[]
2020-07-29,[]
2020-07-30,[]
2020-07-31,[]
2020-08-03,[]
2020-08-04,[]
2020-08-05,[]
2020-08-06,[]
2020-08-07,[]
2020-08-10,[]
2020-08-11,[]
2020-08-12,[]
2020-08-13,[]
2020-08-14,[]
2020-08-17,[]
2020-08-18,[]
2020-08-19,[]
2020-08-20,[]
2020-08-21,[]
2020-08-24,[]
2020-08-25,[]
2020-08-26,[]
2020-08-27,[]
2020-08-28,[]
2020-08-31,[]
2020-09-01,[]
2020-09-02,[]
2020-09-03,[]
2020-09-04,[]
2020-09-08,[]
2020-09-09,[]
2020-09-10,[]
2020-09-11,[]
2020-09-14,[]
2020-09-15,[]
2020-09-16,[]
2020-09-17,[]
2020-09-18,[]
2020-09-21,"[{'amount': 179, 'dt': Timestamp('2020-09-21 20:00:00+0000', tz='UTC'), 'price': 110.13504, 'order_id': 'ba3f8376b8f147dbbd204c50e78b0ebc', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-09-22,"[{'amount': -179, 'dt': Timestamp('2020-09-22 20:00:00+0000', tz='UTC'), 'price': 111.754095, 'order_id': '1e02f8a37f2347c2a343fb0cbd60d41b', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-09-23,[]
2020-09-24,[]
2020-09-25,[]
2020-09-28,[]
2020-09-29,[]
2020-09-30,[]
2020-10-01,[]
2020-10-02,[]
2020-10-05,[]
2020-10-06,[]
2020-10-07,[]
2020-10-08,[]
2020-10-09,[]
2020-10-12,[]
2020-10-13,[]
2020-10-14,[]
2020-10-15,[]
2020-10-16,[]
2020-10-19,[]
2020-10-20,[]
2020-10-21,[]
2020-10-22,[]
2020-10-23,[]
2020-10-26,[]
2020-10-27,[]
2020-10-28,[]
2020-10-29,"[{'amount': 173, 'dt': Timestamp('2020-10-29 20:00:00+0000', tz='UTC'), 'price': 115.37766, 'order_id': 'd0972bdb6c71485db4c82fe66e04e153', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-10-30,"[{'amount': -173, 'dt': Timestamp('2020-10-30 20:00:00+0000', tz='UTC'), 'price': 108.80557, 'order_id': 'f01a843feb53419893590e80cc362f47', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-11-02,"[{'amount': 174, 'dt': Timestamp('2020-11-02 21:00:00+0000', tz='UTC'), 'price': 108.82438499999999, 'order_id': '89ef39587bdc4bfbb7f046c6f9f4b5b5', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-11-03,"[{'amount': -174, 'dt': Timestamp('2020-11-03 21:00:00+0000', tz='UTC'), 'price': 110.38477999999999, 'order_id': '583afb75318741819a06d7ebeb78e8df', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2020-11-04,[]
2020-11-05,[]
2020-11-06,[]
2020-11-09,[]
2020-11-10,[]
2020-11-11,[]
2020-11-12,[]
2020-11-13,[]
2020-11-16,[]
2020-11-17,[]
2020-11-18,[]
2020-11-19,[]
2020-11-20,[]
2020-11-23,[]
2020-11-24,[]
2020-11-25,[]
2020-11-27,[]
2020-11-30,[]
2020-12-01,[]
2020-12-02,[]
2020-12-03,[]
2020-12-04,[]
2020-12-07,[]
2020-12-08,[]
2020-12-09,[]
2020-12-10,[]
2020-12-11,[]
2020-12-14,[]
2020-12-15,[]
2020-12-16,[]
2020-12-17,[]
2020-12-18,[]
2020-12-21,[]
2020-12-22,[]
2020-12-23,[]
2020-12-24,[]
2020-12-28,[]
2020-12-29,[]
2020-12-30,[]
2020-12-31,[]
2021-01-04,[]
2021-01-05,[]
2021-01-06,[]
2021-01-07,[]
2021-01-08,[]
2021-01-11,[]
2021-01-12,[]
2021-01-13,[]
2021-01-14,[]
2021-01-15,[]
2021-01-19,[]
2021-01-20,[]
2021-01-21,[]
2021-01-22,[]
2021-01-25,[]
2021-01-26,[]
2021-01-27,[]
2021-01-28,[]
2021-01-29,[]
2021-02-01,[]
2021-02-02,[]
2021-02-03,[]
2021-02-04,[]
2021-02-05,[]
2021-02-08,[]
2021-02-09,[]
2021-02-10,[]
2021-02-11,[]
2021-02-12,[]
2021-02-16,[]
2021-02-17,[]
2021-02-18,[]
2021-02-19,"[{'amount': 147, 'dt': Timestamp('2021-02-19 21:00:00+0000', tz='UTC'), 'price': 129.934935, 'order_id': 'fa24a6f13db044f2b96487b0f644c01a', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-02-22,"[{'amount': -147, 'dt': Timestamp('2021-02-22 21:00:00+0000', tz='UTC'), 'price': 125.937, 'order_id': '1c95cdd4fc5f4b47932d6d8c331f5f42', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-02-23,"[{'amount': 150, 'dt': Timestamp('2021-02-23 21:00:00+0000', tz='UTC'), 'price': 125.92293, 'order_id': '5145cac4c131448b92d06fa5e0a52c8a', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-02-24,"[{'amount': -150, 'dt': Timestamp('2021-02-24 21:00:00+0000', tz='UTC'), 'price': 125.28732500000001, 'order_id': '8a56c58d810a43508131d266f8d8b2cc', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-02-25,"[{'amount': 151, 'dt': Timestamp('2021-02-25 21:00:00+0000', tz='UTC'), 'price': 121.05049500000001, 'order_id': 'c3d8d10a5a874d8eb08c0177742d52d7', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-02-26,"[{'amount': 5, 'dt': Timestamp('2021-02-26 21:00:00+0000', tz='UTC'), 'price': 121.32063000000001, 'order_id': '2c5bc8135a164cb28a46046a059019e6', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -151, 'dt': Timestamp('2021-02-26 21:00:00+0000', tz='UTC'), 'price': 121.19937, 'order_id': '3e679ba2e3ae4657b50a6b0d2ffb5a15', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-03-01,"[{'amount': 151, 'dt': Timestamp('2021-03-01 21:00:00+0000', tz='UTC'), 'price': 127.85389500000001, 'order_id': '17a305d88f1e417c9ba537b048db3d72', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -5, 'dt': Timestamp('2021-03-01 21:00:00+0000', tz='UTC'), 'price': 127.726105, 'order_id': '3367d6a524a34b4ea7c1262263c48dad', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-03-02,"[{'amount': -151, 'dt': Timestamp('2021-03-02 21:00:00+0000', tz='UTC'), 'price': 125.05744, 'order_id': '7db011a0b0e24451a703f71fa1588388', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-03-03,[]
2021-03-04,"[{'amount': 154, 'dt': Timestamp('2021-03-04 21:00:00+0000', tz='UTC'), 'price': 120.19006499999999, 'order_id': '1321b051cd964d06966f9faeff750693', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-03-05,"[{'amount': 3, 'dt': Timestamp('2021-03-05 21:00:00+0000', tz='UTC'), 'price': 121.48071, 'order_id': '91b4c5103f7a4fc888b5ff904a481e1b', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -154, 'dt': Timestamp('2021-03-05 21:00:00+0000', tz='UTC'), 'price': 121.35929, 'order_id': 'e963debd43324209997e8d903a757ef2', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-03-08,"[{'amount': -3, 'dt': Timestamp('2021-03-08 21:00:00+0000', tz='UTC'), 'price': 116.30182, 'order_id': '9c14339fdf944dc3a4fc336a77008517', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-03-09,"[{'amount': 162, 'dt': Timestamp('2021-03-09 21:00:00+0000', tz='UTC'), 'price': 121.15054500000001, 'order_id': '237db52b03d5478a84187328d8332f02', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-03-10,"[{'amount': -162, 'dt': Timestamp('2021-03-10 21:00:00+0000', tz='UTC'), 'price': 119.92001, 'order_id': 'cf46210706da4227a7f2ee5cd73944e2', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-03-11,[]
2021-03-12,[]
2021-03-15,[]
2021-03-16,[]
2021-03-17,[]
2021-03-18,[]
2021-03-19,[]
2021-03-22,[]
2021-03-23,[]
2021-03-24,[]
2021-03-25,[]
2021-03-26,[]
2021-03-29,[]
2021-03-30,[]
2021-03-31,[]
2021-04-01,[]
2021-04-05,[]
2021-04-06,[]
2021-04-07,[]
2021-04-08,[]
2021-04-09,[]
2021-04-12,[]
2021-04-13,[]
2021-04-14,[]
2021-04-15,[]
2021-04-16,[]
2021-04-19,[]
2021-04-20,[]
2021-04-21,[]
2021-04-22,[]
2021-04-23,[]
2021-04-26,[]
2021-04-27,[]
2021-04-28,[]
2021-04-29,[]
2021-04-30,[]
2021-05-03,[]
2021-05-04,[]
2021-05-05,"[{'amount': 147, 'dt': Timestamp('2021-05-05 20:00:00+0000', tz='UTC'), 'price': 128.16405, 'order_id': '61b8df465e2e4250b444824ae653f46e', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-05-06,"[{'amount': -147, 'dt': Timestamp('2021-05-06 20:00:00+0000', tz='UTC'), 'price': 129.67513, 'order_id': '72be5c01690645ac919585004def64cb', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-05-07,[]
2021-05-10,[]
2021-05-11,"[{'amount': 149, 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'price': 125.972955, 'order_id': 'f1b214c4ef724694980cb764eaedbb1c', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-05-12,"[{'amount': 1, 'dt': Timestamp('2021-05-12 20:00:00+0000', tz='UTC'), 'price': 122.831385, 'order_id': '3fcc26eeb0e14c7c8c3c3a918972abe0', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -149, 'dt': Timestamp('2021-05-12 20:00:00+0000', tz='UTC'), 'price': 122.708615, 'order_id': '922930c4db194a30b294fa9d0c0ce702', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-05-13,"[{'amount': 152, 'dt': Timestamp('2021-05-13 20:00:00+0000', tz='UTC'), 'price': 125.032485, 'order_id': '4e477632364c4e438b2d80fd47c4c8ac', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -1, 'dt': Timestamp('2021-05-13 20:00:00+0000', tz='UTC'), 'price': 124.907515, 'order_id': 'ee5ff724c2d846bdae0b995137e2c0ca', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-05-14,"[{'amount': -1, 'dt': Timestamp('2021-05-14 20:00:00+0000', tz='UTC'), 'price': 127.386275, 'order_id': '5f0ecf8ce850441c8d22524d545cf94f', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -152, 'dt': Timestamp('2021-05-14 20:00:00+0000', tz='UTC'), 'price': 127.386275, 'order_id': 'b35bdceeac9a480d9b9572efc4968f59', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-05-17,"[{'amount': 1, 'dt': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'price': 126.333135, 'order_id': '6319fb0be9384b04ae35114f70cb4ce9', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-05-18,[]
2021-05-19,[]
2021-05-20,[]
2021-05-21,[]
2021-05-24,[]
2021-05-25,[]
2021-05-26,[]
2021-05-27,[]
2021-05-28,[]
2021-06-01,[]
2021-06-02,[]
2021-06-03,[]
2021-06-04,[]
2021-06-07,[]
2021-06-08,[]
2021-06-09,[]
2021-06-10,[]
2021-06-11,[]
2021-06-14,[]
2021-06-15,[]
2021-06-16,[]
2021-06-17,[]
2021-06-18,[]
2021-06-21,[]
2021-06-22,[]
2021-06-23,[]
2021-06-24,[]
2021-06-25,[]
2021-06-28,[]
2021-06-29,[]
2021-06-30,[]
2021-07-01,[]
2021-07-02,[]
2021-07-06,[]
2021-07-07,[]
2021-07-08,[]
2021-07-09,[]
2021-07-12,[]
2021-07-13,[]
2021-07-14,[]
2021-07-15,[]
2021-07-16,[]
2021-07-19,[]
2021-07-20,[]
2021-07-21,[]
2021-07-22,[]
2021-07-23,[]
2021-07-26,[]
2021-07-27,[]
2021-07-28,[]
2021-07-29,[]
2021-07-30,[]
2021-08-02,[]
2021-08-03,[]
2021-08-04,[]
2021-08-05,[]
2021-08-06,[]
2021-08-09,[]
2021-08-10,[]
2021-08-11,[]
2021-08-12,[]
2021-08-13,[]
2021-08-16,[]
2021-08-17,[]
2021-08-18,[]
2021-08-19,[]
2021-08-20,[]
2021-08-23,[]
2021-08-24,[]
2021-08-25,[]
2021-08-26,[]
2021-08-27,[]
2021-08-30,[]
2021-08-31,[]
2021-09-01,[]
2021-09-02,[]
2021-09-03,[]
2021-09-07,[]
2021-09-08,[]
2021-09-09,[]
2021-09-10,[]
2021-09-13,[]
2021-09-14,[]
2021-09-15,[]
2021-09-16,[]
2021-09-17,[]
2021-09-20,[]
2021-09-21,"[{'amount': 132, 'dt': Timestamp('2021-09-21 20:00:00+0000', tz='UTC'), 'price': 143.50171500000002, 'order_id': '4a11a920d314449f8f5c8c1911f950a8', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-09-22,"[{'amount': -132, 'dt': Timestamp('2021-09-22 20:00:00+0000', tz='UTC'), 'price': 145.777075, 'order_id': '540c1e637bcd4734b1a50c3b0f3940f9', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-09-23,[]
2021-09-24,[]
2021-09-27,[]
2021-09-28,[]
2021-09-29,"[{'amount': 133, 'dt': Timestamp('2021-09-29 20:00:00+0000', tz='UTC'), 'price': 142.90141500000001, 'order_id': '3336450fb40f4d75888c45aa116b4f28', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-09-30,"[{'amount': -133, 'dt': Timestamp('2021-09-30 20:00:00+0000', tz='UTC'), 'price': 141.42925, 'order_id': '409a5451019e4dc4919e584ed7c2c924', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-10-01,[]
2021-10-04,[]
2021-10-05,"[{'amount': 135, 'dt': Timestamp('2021-10-05 20:00:00+0000', tz='UTC'), 'price': 141.18055500000003, 'order_id': 'fa22ebbf4b2a4083b0091b2fe8add782', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-10-06,"[{'amount': -135, 'dt': Timestamp('2021-10-06 20:00:00+0000', tz='UTC'), 'price': 141.929, 'order_id': '61645b8ff841464b8695edba2aa524ea', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2021-10-07,[]
2021-10-08,[]
2021-10-11,[]
2021-10-12,[]
2021-10-13,[]
2021-10-14,[]
2021-10-15,[]
2021-10-18,[]
2021-10-19,[]
2021-10-20,[]
2021-10-21,[]
2021-10-22,[]
2021-10-25,[]
2021-10-26,[]
2021-10-27,[]
2021-10-28,[]
2021-10-29,[]
2021-11-01,[]
2021-11-02,[]
2021-11-03,[]
2021-11-04,[]
2021-11-05,[]
2021-11-08,[]
2021-11-09,[]
2021-11-10,[]
2021-11-11,[]
2021-11-12,[]
2021-11-15,[]
2021-11-16,[]
2021-11-17,[]
2021-11-18,[]
2021-11-19,[]
2021-11-22,[]
2021-11-23,[]
2021-11-24,[]
2021-11-26,[]
2021-11-29,[]
2021-11-30,[]
2021-12-01,[]
2021-12-02,[]
2021-12-03,[]
2021-12-06,[]
2021-12-07,[]
2021-12-08,[]
2021-12-09,[]
2021-12-10,[]
2021-12-13,[]
2021-12-14,[]
2021-12-15,[]
2021-12-16,[]
2021-12-17,[]
2021-12-20,[]
2021-12-21,[]
2021-12-22,[]
2021-12-23,[]
2021-12-27,[]
2021-12-28,[]
2021-12-29,[]
2021-12-30,[]
2021-12-31,[]
2022-01-03,[]
2022-01-04,[]
2022-01-05,[]
2022-01-06,[]
2022-01-07,[]
2022-01-10,[]
2022-01-11,[]
2022-01-12,[]
2022-01-13,[]
2022-01-14,[]
2022-01-18,[]
2022-01-19,[]
2022-01-20,"[{'amount': 113, 'dt': Timestamp('2022-01-20 21:00:00+0000', tz='UTC'), 'price': 164.592255, 'order_id': '4791ed7866f748ef9d5c50150a1cd120', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-01-21,"[{'amount': 1, 'dt': Timestamp('2022-01-21 21:00:00+0000', tz='UTC'), 'price': 162.491205, 'order_id': 'a0f84c84c28442f291a6511d14c815d3', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -113, 'dt': Timestamp('2022-01-21 21:00:00+0000', tz='UTC'), 'price': 162.32879499999999, 'order_id': '05168e9fd2964860838e03db9e62cb14', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-01-24,"[{'amount': 115, 'dt': Timestamp('2022-01-24 21:00:00+0000', tz='UTC'), 'price': 161.70081000000002, 'order_id': 'e2c844d1b35d4955b3d59ee0ee6ff6f3', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -1, 'dt': Timestamp('2022-01-24 21:00:00+0000', tz='UTC'), 'price': 161.53919, 'order_id': 'fe5826bb00c442fe8df97774c0d2e4e1', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-01-25,"[{'amount': 1, 'dt': Timestamp('2022-01-25 21:00:00+0000', tz='UTC'), 'price': 159.85989, 'order_id': '7b59aaf439ca4a539901bd488ba5c216', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -115, 'dt': Timestamp('2022-01-25 21:00:00+0000', tz='UTC'), 'price': 159.70011, 'order_id': '17075cb7ef6647439c26145c498bcd23', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-01-26,"[{'amount': 116, 'dt': Timestamp('2022-01-26 21:00:00+0000', tz='UTC'), 'price': 159.769845, 'order_id': '785dcb87f91a414f97abdd2f629129f4', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -1, 'dt': Timestamp('2022-01-26 21:00:00+0000', tz='UTC'), 'price': 159.610155, 'order_id': 'd38108395ffe429c8f3ebd1bce497da7', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-01-27,"[{'amount': 1, 'dt': Timestamp('2022-01-27 21:00:00+0000', tz='UTC'), 'price': 159.29961, 'order_id': '50734cd4955d409b82db2a08efe8f0fe', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -116, 'dt': Timestamp('2022-01-27 21:00:00+0000', tz='UTC'), 'price': 159.14039, 'order_id': 'd2fc4f26ef76450db85f59ed64ad2320', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-01-28,"[{'amount': 117, 'dt': Timestamp('2022-01-28 21:00:00+0000', tz='UTC'), 'price': 170.415165, 'order_id': '1e5d0960b84d4f6f819798dc8fd630ff', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -1, 'dt': Timestamp('2022-01-28 21:00:00+0000', tz='UTC'), 'price': 170.24483500000002, 'order_id': '1e6885130cab4af3a31daca1e5cf30dd', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-01-31,"[{'amount': -117, 'dt': Timestamp('2022-01-31 21:00:00+0000', tz='UTC'), 'price': 174.69261, 'order_id': '4d45f8e422a9499ba2f1fd61ae62f9b2', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-02-01,[]
2022-02-02,[]
2022-02-03,[]
2022-02-04,[]
2022-02-07,[]
2022-02-08,[]
2022-02-09,[]
2022-02-10,[]
2022-02-11,[]
2022-02-14,[]
2022-02-15,[]
2022-02-16,[]
2022-02-17,[]
2022-02-18,[]
2022-02-22,[]
2022-02-23,[]
2022-02-24,"[{'amount': 118, 'dt': Timestamp('2022-02-24 21:00:00+0000', tz='UTC'), 'price': 162.82137, 'order_id': 'cdaeeeedf5814fd1a4a8b8fccda10bb3', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-02-25,"[{'amount': -118, 'dt': Timestamp('2022-02-25 21:00:00+0000', tz='UTC'), 'price': 164.767575, 'order_id': '6160c8d5b3fd4e2bae8170954b2d356a', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-02-28,[]
2022-03-01,[]
2022-03-02,[]
2022-03-03,[]
2022-03-04,[]
2022-03-07,[]
2022-03-08,"[{'amount': 118, 'dt': Timestamp('2022-03-08 21:00:00+0000', tz='UTC'), 'price': 157.51872, 'order_id': 'f6730fd8beb24188b9bff4fe37634023', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-03-09,"[{'amount': 2, 'dt': Timestamp('2022-03-09 21:00:00+0000', tz='UTC'), 'price': 163.03147500000003, 'order_id': '6dc92d4ceced4ab39abb962ffbf26b22', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -118, 'dt': Timestamp('2022-03-09 21:00:00+0000', tz='UTC'), 'price': 162.868525, 'order_id': 'cd9792162f344aa0b9f4199835841af8', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-03-10,"[{'amount': -2, 'dt': Timestamp('2022-03-10 21:00:00+0000', tz='UTC'), 'price': 158.44074, 'order_id': 'd8de17b438d34010a8825aec024867d7', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-03-11,[]
2022-03-14,"[{'amount': 123, 'dt': Timestamp('2022-03-14 20:00:00+0000', tz='UTC'), 'price': 150.69531, 'order_id': '8be90ca42af54c86a9dc824deb61b091', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-03-15,"[{'amount': 3, 'dt': Timestamp('2022-03-15 20:00:00+0000', tz='UTC'), 'price': 155.167545, 'order_id': '24427361bb1e4587a267693643839f74', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -123, 'dt': Timestamp('2022-03-15 20:00:00+0000', tz='UTC'), 'price': 155.01245500000002, 'order_id': 'a353d8df2b6249dfbba51b2505571093', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-03-16,"[{'amount': -3, 'dt': Timestamp('2022-03-16 20:00:00+0000', tz='UTC'), 'price': 159.510205, 'order_id': 'c401975e370b428cb4feaec7a0322106', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-03-17,[]
2022-03-18,[]
2022-03-21,[]
2022-03-22,[]
2022-03-23,[]
2022-03-24,[]
2022-03-25,[]
2022-03-28,[]
2022-03-29,[]
2022-03-30,[]
2022-03-31,[]
2022-04-01,[]
2022-04-04,[]
2022-04-05,[]
2022-04-06,[]
2022-04-07,[]
2022-04-08,[]
2022-04-11,[]
2022-04-12,[]
2022-04-13,[]
2022-04-14,[]
2022-04-18,[]
2022-04-19,[]
2022-04-20,[]
2022-04-21,[]
2022-04-22,[]
2022-04-25,"[{'amount': 118, 'dt': Timestamp('2022-04-25 20:00:00+0000', tz='UTC'), 'price': 162.96143999999998, 'order_id': '0fee5c6ffa8342fa92ccb6a37c1e710f', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-04-26,"[{'amount': -118, 'dt': Timestamp('2022-04-26 20:00:00+0000', tz='UTC'), 'price': 156.72160000000002, 'order_id': 'de7c49e7e81549aabce5b5c7521e0513', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-04-27,"[{'amount': 121, 'dt': Timestamp('2022-04-27 20:00:00+0000', tz='UTC'), 'price': 156.648285, 'order_id': '823c6db50ff042b1bb419b70e18ec8b4', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-04-28,"[{'amount': -121, 'dt': Timestamp('2022-04-28 20:00:00+0000', tz='UTC'), 'price': 163.55818000000002, 'order_id': 'fe6bdcdd6751438286a4b68538cfe6ea', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2022-04-29,[]
